date,areaName,areaCode,newCasesByPublishDate,cumCasesByPublishDate,newDeathsByDeathDate,cumDeathsByDeathDate
26/07/2020,Wales,W92000004,22,17125,,
25/07/2020,Wales,W92000004,30,17105,,
24/07/2020,Wales,W92000004,45,17075,,
23/07/2020,Wales,W92000004,43,17030,,
22/07/2020,Wales,W92000004,22,16987,,
21/07/2020,Wales,W92000004,22,16965,,
20/07/2020,Wales,W92000004,15,16943,,
19/07/2020,Wales,W92000004,31,16928,,
18/07/2020,Wales,W92000004,10,16897,,
17/07/2020,Wales,W92000004,16,16887,,
16/07/2020,Wales,W92000004,18,16871,,
15/07/2020,Wales,W92000004,18,16854,,
14/07/2020,Wales,W92000004,21,16836,,
13/07/2020,Wales,W92000004,11,15973,,
12/07/2020,Wales,W92000004,16,15962,,
11/07/2020,Wales,W92000004,7,15946,,
10/07/2020,Wales,W92000004,10,15939,,
09/07/2020,Wales,W92000004,16,15929,,
08/07/2020,Wales,W92000004,13,15913,,
07/07/2020,Wales,W92000004,2,15900,,
06/07/2020,Wales,W92000004,8,15898,,
05/07/2020,Wales,W92000004,15,15890,,
04/07/2020,Wales,W92000004,34,15875,,
03/07/2020,Wales,W92000004,26,15841,,
02/07/2020,Wales,W92000004,41,15815,,
01/07/2020,Wales,W92000004,32,15775,,
30/06/2020,Wales,W92000004,26,15743,,
29/06/2020,Wales,W92000004,116,15717,,
28/06/2020,Wales,W92000004,25,15602,,
27/06/2020,Wales,W92000004,46,15577,,
26/06/2020,Wales,W92000004,65,15531,,
25/06/2020,Wales,W92000004,125,15466,,
24/06/2020,Wales,W92000004,47,15341,,
23/06/2020,Wales,W92000004,51,15295,,
22/06/2020,Wales,W92000004,71,15197,,
21/06/2020,Wales,W92000004,100,15126,,
20/06/2020,Wales,W92000004,25,15026,,
19/06/2020,Wales,W92000004,31,15001,,
18/06/2020,Wales,W92000004,48,14970,,
17/06/2020,Wales,W92000004,53,14922,,
16/06/2020,Wales,W92000004,65,14869,,
15/06/2020,Wales,W92000004,62,14804,,
14/06/2020,Wales,W92000004,39,14742,,
13/06/2020,Wales,W92000004,45,14703,,
12/06/2020,Wales,W92000004,77,14658,,
11/06/2020,Wales,W92000004,63,14581,,
10/06/2020,Wales,W92000004,38,14518,,
09/06/2020,Wales,W92000004,42,14480,,
08/06/2020,Wales,W92000004,42,14438,,
07/06/2020,Wales,W92000004,40,14396,,
06/06/2020,Wales,W92000004,42,14356,,
05/06/2020,Wales,W92000004,76,14314,,
04/06/2020,Wales,W92000004,35,14238,,
03/06/2020,Wales,W92000004,82,14203,,
02/06/2020,Wales,W92000004,67,14121,,
01/06/2020,Wales,W92000004,59,14054,,
31/05/2020,Wales,W92000004,82,13995,,
30/05/2020,Wales,W92000004,86,13913,,
29/05/2020,Wales,W92000004,102,13827,,
28/05/2020,Wales,W92000004,72,13725,,
27/05/2020,Wales,W92000004,97,13653,,
26/05/2020,Wales,W92000004,141,13556,,
25/05/2020,Wales,W92000004,106,13415,,
24/05/2020,Wales,W92000004,140,13309,,
23/05/2020,Wales,W92000004,185,13169,,
22/05/2020,Wales,W92000004,138,12984,,
21/05/2020,Wales,W92000004,166,12846,,
20/05/2020,Wales,W92000004,110,12680,,
19/05/2020,Wales,W92000004,166,12570,,
18/05/2020,Wales,W92000004,101,12404,,
17/05/2020,Wales,W92000004,162,12304,,
16/05/2020,Wales,W92000004,183,12142,,
15/05/2020,Wales,W92000004,126,11960,,
14/05/2020,Wales,W92000004,128,11834,,
13/05/2020,Wales,W92000004,133,11706,,
12/05/2020,Wales,W92000004,105,11573,,
11/05/2020,Wales,W92000004,124,11468,,
10/05/2020,Wales,W92000004,223,11344,,
09/05/2020,Wales,W92000004,118,11121,,
08/05/2020,Wales,W92000004,152,11003,,
07/05/2020,Wales,W92000004,87,10851,,
06/05/2020,Wales,W92000004,95,10764,,
05/05/2020,Wales,W92000004,145,10669,,
04/05/2020,Wales,W92000004,195,10524,,
03/05/2020,Wales,W92000004,174,10329,,
02/05/2020,Wales,W92000004,183,10155,,
01/05/2020,Wales,W92000004,160,9972,,
30/04/2020,Wales,W92000004,183,9812,,
29/04/2020,Wales,W92000004,117,9629,,
28/04/2020,Wales,W92000004,232,9512,,
27/04/2020,Wales,W92000004,203,9280,,
26/04/2020,Wales,W92000004,178,9078,,
25/04/2020,Wales,W92000004,299,8900,,
24/04/2020,Wales,W92000004,243,8601,,
23/04/2020,Wales,W92000004,234,8358,,
22/04/2020,Wales,W92000004,274,8124,,
21/04/2020,Wales,W92000004,304,7850,,
20/04/2020,Wales,W92000004,276,7546,,
19/04/2020,Wales,W92000004,334,7270,,
18/04/2020,Wales,W92000004,292,6936,,
17/04/2020,Wales,W92000004,244,6645,,
16/04/2020,Wales,W92000004,284,6401,,
15/04/2020,Wales,W92000004,272,6118,,
14/04/2020,Wales,W92000004,238,5848,,
13/04/2020,Wales,W92000004,313,5610,,
12/04/2020,Wales,W92000004,367,5297,,
11/04/2020,Wales,W92000004,340,4930,,
10/04/2020,Wales,W92000004,502,4591,,
09/04/2020,Wales,W92000004,16,4089,,
08/04/2020,Wales,W92000004,283,4073,,
07/04/2020,Wales,W92000004,291,3790,,
06/04/2020,Wales,W92000004,302,3499,,
05/04/2020,Wales,W92000004,344,3197,,
04/04/2020,Wales,W92000004,387,2853,,
03/04/2020,Wales,W92000004,345,2466,,
02/04/2020,Wales,W92000004,284,2121,,
01/04/2020,Wales,W92000004,274,1837,,
31/03/2020,Wales,W92000004,112,1563,,
30/03/2020,Wales,W92000004,210,1451,,
29/03/2020,Wales,W92000004,148,1241,,
28/03/2020,Wales,W92000004,172,1093,,
27/03/2020,Wales,W92000004,180,921,,
26/03/2020,Wales,W92000004,113,741,,
25/03/2020,Wales,W92000004,150,628,,
24/03/2020,Wales,W92000004,60,478,,
23/03/2020,Wales,W92000004,71,418,,
22/03/2020,Wales,W92000004,67,347,,
21/03/2020,Wales,W92000004,89,280,,
20/03/2020,Wales,W92000004,21,191,,
19/03/2020,Wales,W92000004,21,170,,
18/03/2020,Wales,W92000004,13,149,,
17/03/2020,Wales,W92000004,12,136,,
16/03/2020,Wales,W92000004,30,124,,
15/03/2020,Wales,W92000004,34,94,,
14/03/2020,Wales,W92000004,22,60,,
13/03/2020,Wales,W92000004,13,38,,
12/03/2020,Wales,W92000004,10,25,,
11/03/2020,Wales,W92000004,9,15,,
10/03/2020,Wales,W92000004,2,6,,
09/03/2020,Wales,W92000004,2,4,,
08/03/2020,Wales,W92000004,0,2,,
07/03/2020,Wales,W92000004,0,2,,
06/03/2020,Wales,W92000004,0,2,,
05/03/2020,Wales,W92000004,1,2,,
04/03/2020,Wales,W92000004,0,1,,
03/03/2020,Wales,W92000004,0,1,,
02/03/2020,Wales,W92000004,0,1,,
01/03/2020,Wales,W92000004,0,1,,
29/02/2020,Wales,W92000004,0,1,,
28/02/2020,Wales,W92000004,1,1,,
27/02/2020,Wales,W92000004,0,,,
26/02/2020,Wales,W92000004,0,,,
25/02/2020,Wales,W92000004,0,,,
24/02/2020,Wales,W92000004,0,,,
23/02/2020,Wales,W92000004,0,,,
22/02/2020,Wales,W92000004,0,,,
21/02/2020,Wales,W92000004,0,,,
20/02/2020,Wales,W92000004,0,,,
19/02/2020,Wales,W92000004,0,,,
18/02/2020,Wales,W92000004,0,,,
17/02/2020,Wales,W92000004,0,,,
16/02/2020,Wales,W92000004,0,,,
15/02/2020,Wales,W92000004,0,,,
14/02/2020,Wales,W92000004,0,,,
13/02/2020,Wales,W92000004,0,,,
12/02/2020,Wales,W92000004,0,,,
11/02/2020,Wales,W92000004,0,,,
10/02/2020,Wales,W92000004,0,,,
09/02/2020,Wales,W92000004,0,,,
08/02/2020,Wales,W92000004,0,,,
07/02/2020,Wales,W92000004,0,,,
06/02/2020,Wales,W92000004,0,,,
05/02/2020,Wales,W92000004,0,,,
04/02/2020,Wales,W92000004,0,,,
03/02/2020,Wales,W92000004,0,,,
02/02/2020,Wales,W92000004,0,,,
01/02/2020,Wales,W92000004,0,,,
31/01/2020,Wales,W92000004,0,,,
30/01/2020,Wales,W92000004,0,,,
29/01/2020,Wales,W92000004,0,,,
28/01/2020,Wales,W92000004,0,,,
27/01/2020,Wales,W92000004,0,,,
26/01/2020,Wales,W92000004,0,,,
25/01/2020,Wales,W92000004,0,,,
24/01/2020,Wales,W92000004,0,,,
23/01/2020,Wales,W92000004,0,,,
22/01/2020,Wales,W92000004,0,,,
21/01/2020,Wales,W92000004,0,,,
20/01/2020,Wales,W92000004,0,,,
19/01/2020,Wales,W92000004,0,,,
18/01/2020,Wales,W92000004,0,,,
17/01/2020,Wales,W92000004,0,,,
16/01/2020,Wales,W92000004,0,,,
15/01/2020,Wales,W92000004,0,,,
14/01/2020,Wales,W92000004,0,,,
13/01/2020,Wales,W92000004,0,,,
12/01/2020,Wales,W92000004,0,,,
11/01/2020,Wales,W92000004,0,,,
10/01/2020,Wales,W92000004,0,,,
09/01/2020,Wales,W92000004,0,,,
08/01/2020,Wales,W92000004,0,,,
07/01/2020,Wales,W92000004,0,,,
06/01/2020,Wales,W92000004,0,,,
05/01/2020,Wales,W92000004,0,,,
04/01/2020,Wales,W92000004,0,,,
03/01/2020,Wales,W92000004,0,,,
